Red,Green,Blue,Clear,Distance_mm,Timestamp
581,298,285,880,25,2026-01-21 10:40:33.561
609,307,294,928,23,2026-01-21 10:40:33.704
578,270,259,903,24,2026-01-21 10:40:33.847
625,324,311,951,24,2026-01-21 10:40:33.990
605,323,312,929,21,2026-01-21 10:40:34.133
528,280,271,840,20,2026-01-21 10:40:34.276
584,177,172,842,21,2026-01-21 10:40:34.419
478,331,321,672,21,2026-01-21 10:40:34.562
378,241,234,562,18,2026-01-21 10:40:34.705
297,156,152,488,24,2026-01-21 10:40:34.849
399,257,251,593,26,2026-01-21 10:40:34.991
391,231,225,607,23,2026-01-21 10:40:35.134
409,198,192,675,25,2026-01-21 10:40:35.277
680,452,442,955,30,2026-01-21 10:40:35.420
592,380,373,840,18,2026-01-21 10:40:35.563
355,172,167,564,27,2026-01-21 10:40:35.706
443,254,246,651,27,2026-01-21 10:40:35.849
454,239,232,688,29,2026-01-21 10:40:35.992
458,210,203,729,25,2026-01-21 10:40:36.135
558,303,292,839,24,2026-01-21 10:40:36.278
539,283,274,824,22,2026-01-21 10:40:36.421
486,230,222,785,20,2026-01-21 10:40:36.564
657,399,386,966,29,2026-01-21 10:40:36.707
701,446,437,1020,34,2026-01-21 10:40:36.857
493,276,268,788,29,2026-01-21 10:40:36.993
868,665,660,1142,38,2026-01-21 10:40:37.136
742,557,552,990,31,2026-01-21 10:40:37.279
417,253,246,638,27,2026-01-21 10:40:37.422
587,426,419,798,25,2026-01-21 10:40:37.566
560,382,373,789,20,2026-01-21 10:40:37.708
447,249,241,693,21,2026-01-21 10:40:37.851
548,336,326,804,24,2026-01-21 10:40:37.994
522,297,288,783,24,2026-01-21 10:40:38.137
459,231,224,716,25,2026-01-21 10:40:38.280
505,283,274,758,24,2026-01-21 10:40:38.423
504,286,277,754,23,2026-01-21 10:40:38.566
446,232,225,695,27,2026-01-21 10:40:38.709
486,277,183,732,23,2026-01-21 10:40:38.852
509,298,288,760,21,2026-01-21 10:40:38.996
489,270,261,750,21,2026-01-21 10:40:39.138
412,192,187,673,21,2026-01-21 10:40:39.281
545,334,324,797,23,2026-01-21 10:40:39.424
498,297,288,750,30,2026-01-21 10:40:39.567
391,188,180,655,35,2026-01-21 10:40:39.710
762,564,559,1022,36,2026-01-21 10:40:39.854
616,441,435,856,34,2026-01-21 10:40:39.997
