Red,Green,Blue,Clear,Distance_mm,Timestamp
230,410,442,976,49,2026-01-21 10:27:56.848
240,425,461,988,51,2026-01-21 10:27:56.991
222,421,467,985,52,2026-01-21 10:27:57.134
205,409,459,970,52,2026-01-21 10:27:57.277
216,415,463,962,51,2026-01-21 10:27:57.420
205,394,439,913,48,2026-01-21 10:27:57.563
184,355,394,828,47,2026-01-21 10:27:57.706
196,360,398,817,48,2026-01-21 10:27:57.849
192,351,387,796,48,2026-01-21 10:27:57.992
186,347,384,801,50,2026-01-21 10:27:58.135
202,365,403,828,56,2026-01-21 10:27:58.278
211,377,417,859,52,2026-01-21 10:27:58.421
216,388,429,893,55,2026-01-21 10:27:58.564
227,388,426,873,57,2026-01-21 10:27:58.707
218,367,402,822,52,2026-01-21 10:27:58.850
204,361,399,825,52,2026-01-21 10:27:58.993
208,363,400,820,51,2026-01-21 10:27:59.136
198,345,380,781,51,2026-01-21 10:27:59.279
189,346,383,795,48,2026-01-21 10:27:59.422
199,364,404,825,50,2026-01-21 10:27:59.565
194,357,397,811,50,2026-01-21 10:27:59.708
187,352,392,811,47,2026-01-21 10:27:59.851
184,357,399,843,42,2026-01-21 10:27:59.994
208,387,428,876,40,2026-01-21 10:28:00.137
207,397,442,917,40,2026-01-21 10:28:00.280
205,416,465,990,40,2026-01-21 10:28:00.423
248,464,512,1049,37,2026-01-21 10:28:00.566
250,486,540,1127,43,2026-01-21 10:28:00.709
240,474,529,1127,46,2026-01-21 10:28:00.852
253,455,502,1043,57,2026-01-21 10:28:00.995
236,399,437,910,54,2026-01-21 10:28:01.138
217,366,401,838,57,2026-01-21 10:28:01.281
218,364,399,815,50,2026-01-21 10:28:01.424
203,352,388,795,50,2026-01-21 10:28:01.567
195,344,377,799,49,2026-01-21 10:28:01.710
217,364,391,830,47,2026-01-21 10:28:01.853
219,365,388,844,45,2026-01-21 10:28:01.996
215,380,408,904,40,2026-01-21 10:28:02.139
241,418,448,968,41,2026-01-21 10:28:02.282
225,403,439,938,44,2026-01-21 10:28:02.425
211,401,442,959,37,2026-01-21 10:28:02.568
260,475,520,1080,29,2026-01-21 10:28:02.711
278,522,575,1183,27,2026-01-21 10:28:02.854
231,464,514,1087,28,2026-01-21 10:28:02.997
276,501,546,1100,30,2026-01-21 10:28:03.140
258,472,514,1047,30,2026-01-21 10:28:03.283
223,438,482,1023,33,2026-01-21 10:28:03.426
262,491,538,1105,36,2026-01-21 10:28:03.569
274,531,585,1211,30,2026-01-21 10:28:03.712
278,586,653,1391,29,2026-01-21 10:28:03.855
329,655,725,1498,28,2026-01-21 10:28:03.998
320,638,708,1465,35,2026-01-21 10:28:04.141
280,588,658,1395,49,2026-01-21 10:28:04.284
249,527,595,1347,46,2026-01-21 10:28:04.427
256,507,568,1188,52,2026-01-21 10:28:04.570
231,453,509,1066,56,2026-01-21 10:28:04.713
209,407,457,959,59,2026-01-21 10:28:04.856
217,411,460,951,60,2026-01-21 10:28:04.999
213,408,457,952,56,2026-01-21 10:28:05.142
211,411,461,975,60,2026-01-21 10:28:05.285
226,421,467,981,58,2026-01-21 10:28:05.428
232,424,466,996,58,2026-01-21 10:28:05.571
226,422,466,1001,54,2026-01-21 10:28:05.714
244,451,498,1050,50,2026-01-21 10:28:05.857
251,483,538,1132,44,2026-01-21 10:28:06.000
247,496,557,1180,45,2026-01-21 10:28:06.143
266,506,563,1166,41,2026-01-21 10:28:06.286
253,466,516,1070,47,2026-01-21 10:28:06.429
233,428,473,993,43,2026-01-21 10:28:06.572
242,418,458,932,42,2026-01-21 10:28:06.715
219,374,409,830,45,2026-01-21 10:28:06.858
196,339,372,763,54,2026-01-21 10:28:07.001
201,327,357,716,56,2026-01-21 10:28:07.144
180,278,300,597,56,2026-01-21 10:28:07.287
136,184,196,375,53,2026-01-21 10:28:07.430
133,168,178,324,56,2026-01-21 10:28:07.573
126,165,175,322,56,2026-01-21 10:28:07.716
122,173,187,357,57,2026-01-21 10:28:07.859
139,209,227,439,58,2026-01-21 10:28:08.002
186,318,348,719,61,2026-01-21 10:28:08.145
198,341,372,790,60,2026-01-21 10:28:08.288
212,375,411,865,61,2026-01-21 10:28:08.431
243,449,494,1055,61,2026-01-21 10:28:08.574
243,470,521,1121,58,2026-01-21 10:28:08.717
283,530,588,1226,43,2026-01-21 10:28:08.860
279,564,629,1333,42,2026-01-21 10:28:09.003
244,492,550,1155,44,2026-01-21 10:28:09.146
211,425,476,1010,44,2026-01-21 10:28:09.289
237,443,491,1015,42,2026-01-21 10:28:09.432
208,364,401,828,42,2026-01-21 10:28:09.575
170,285,311,644,45,2026-01-21 10:28:09.718
175,260,280,546,46,2026-01-21 10:28:09.861
151,215,230,444,49,2026-01-21 10:28:10.004
134,196,211,415,52,2026-01-21 10:28:10.147
152,220,237,457,53,2026-01-21 10:28:10.290
146,219,237,463,55,2026-01-21 10:28:10.433
133,207,225,448,58,2026-01-21 10:28:10.576
144,221,239,469,60,2026-01-21 10:28:10.719
147,238,259,521,61,2026-01-21 10:28:10.862
148,250,273,567,53,2026-01-21 10:28:11.005
163,274,298,612,52,2026-01-21 10:28:11.148
162,278,304,624,48,2026-01-21 10:28:11.291
106,156,168,326,45,2026-01-21 10:28:11.434
104,127,133,225,49,2026-01-21 10:28:11.577
99,115,119,194,55,2026-01-21 10:28:11.720
91,103,107,179,54,2026-01-21 10:28:11.863
102,114,118,190,54,2026-01-21 10:28:12.006
105,116,121,194,58,2026-01-21 10:28:12.149
100,110,114,188,61,2026-01-21 10:28:12.292
109,118,121,197,63,2026-01-21 10:28:12.435
109,118,122,199,63,2026-01-21 10:28:12.578
103,112,116,193,64,2026-01-21 10:28:12.721
107,116,120,196,68,2026-01-21 10:28:12.864
103,114,118,191,66,2026-01-21 10:28:13.007
95,106,110,182,62,2026-01-21 10:28:13.150
86,97,102,183,60,2026-01-21 10:28:13.293
94,106,109,178,62,2026-01-21 10:28:13.436
85,97,100,167,56,2026-01-21 10:28:13.579
80,93,97,165,44,2026-01-21 10:28:13.722
103,120,124,198,40,2026-01-21 10:28:13.865
109,137,142,234,34,2026-01-21 10:28:14.008
86,116,122,221,39,2026-01-21 10:28:14.151
124,150,154,244,44,2026-01-21 10:28:14.294
106,126,131,214,43,2026-01-21 10:28:14.437
89,106,111,189,49,2026-01-21 10:28:14.580
108,123,127,204,49,2026-01-21 10:28:14.723
101,115,120,195,53,2026-01-21 10:28:14.866
89,103,108,182,48,2026-01-21 10:28:15.009
104,119,124,198,39,2026-01-21 10:28:15.152
102,121,126,204,40,2026-01-21 10:28:15.295
87,109,115,198,42,2026-01-21 10:28:15.438
114,136,140,221,41,2026-01-21 10:28:15.581
104,123,127,205,44,2026-01-21 10:28:15.724
87,105,110,187,43,2026-01-21 10:28:15.867
