Timestamp,Red,Green,Blue,Distance_mm
2026-01-07 12:32:35.234,1219,1881,2158,65
2026-01-07 12:32:35.645,1107,1866,2344,68
2026-01-07 12:32:36.062,1222,2364,2324,75
2026-01-07 12:32:36.480,1241,2349,2161,81
2026-01-07 12:32:36.891,1197,1783,1820,67
2026-01-07 12:32:37.299,873,1393,1491,49
2026-01-07 12:32:37.712,1067,1664,1699,60
2026-01-07 12:32:38.122,973,1730,1738,73
2026-01-07 12:32:38.533,905,1614,1677,74
2026-01-07 12:32:38.945,936,1712,1783,77
2026-01-07 12:32:39.358,1053,1924,1958,89
2026-01-07 12:32:39.772,1105,2017,2070,98
2026-01-07 12:32:40.188,1203,2168,2291,112
2026-01-07 12:32:40.607,1379,2445,2633,115
2026-01-07 12:32:41.022,1324,2291,2387,112
2026-01-07 12:32:41.434,1135,2024,2211,111
2026-01-07 12:32:41.850,1104,1973,2124,107
2026-01-07 12:32:42.263,1081,2064,2122,97
2026-01-07 12:32:42.674,1073,2122,2072,94
2026-01-07 12:32:43.089,1075,2024,2108,102
2026-01-07 12:32:43.502,1145,2231,2285,105
2026-01-07 12:32:43.916,1336,2482,2522,121
2026-01-07 12:32:44.332,1384,2549,2572,116
2026-01-07 12:32:44.745,1469,2611,2397,103
2026-01-07 12:32:45.157,1312,2244,2193,94
2026-01-07 12:32:45.571,1214,2207,2198,103
2026-01-07 12:32:45.986,1245,2318,2339,103
2026-01-07 12:32:46.399,1245,2155,2272,105
2026-01-07 12:32:46.810,1250,2155,2256,105
2026-01-07 12:32:47.222,1254,2126,2213,100
2026-01-07 12:32:47.633,1250,2188,2305,99
2026-01-07 12:32:48.043,1342,2211,2351,87
2026-01-07 12:32:48.452,1268,2087,2273,90
2026-01-07 12:32:48.863,1472,2500,2596,93
2026-01-07 12:32:49.280,1454,2342,2217,83
2026-01-07 12:32:49.690,1195,1847,1932,73
2026-01-07 12:32:50.100,1036,1682,1819,73
2026-01-07 12:32:50.510,946,1483,1668,61
2026-01-07 12:32:50.920,979,1541,1647,62
2026-01-07 12:32:51.329,965,1614,1650,55
2026-01-07 12:32:51.741,989,1763,1791,68
2026-01-07 12:32:52.154,1000,1639,1791,73
2026-01-07 12:32:52.567,1010,1677,1818,75
2026-01-07 12:32:52.981,1059,1704,2123,72
2026-01-07 12:32:53.391,1136,1878,2265,78
2026-01-07 12:32:53.804,1215,1931,2478,77
2026-01-07 12:32:54.219,1181,1984,2290,79
2026-01-07 12:32:54.631,1209,2061,2394,89
2026-01-07 12:32:55.044,1240,2168,2228,88
2026-01-07 12:32:55.456,1071,1864,2003,73
2026-01-07 12:32:55.868,1000,1983,1937,68
2026-01-07 12:32:56.278,984,1761,1928,66
2026-01-07 12:32:56.688,903,1461,1662,51
2026-01-07 12:32:57.101,840,1586,1713,63
2026-01-07 12:32:57.513,905,1638,1817,62
2026-01-07 12:32:57.925,909,1641,1915,58
2026-01-07 12:32:58.338,1058,2027,2119,82
2026-01-07 12:32:58.749,1061,2052,2149,100
2026-01-07 12:32:59.166,1125,2176,2138,108
2026-01-07 12:32:59.579,1203,2137,2145,111
2026-01-07 12:32:59.987,1196,2141,2166,117
2026-01-07 12:33:00.396,1157,2200,2240,113
2026-01-07 12:33:00.810,1155,2212,2298,120
2026-01-07 12:33:01.224,1205,2293,2336,143
2026-01-07 12:33:01.640,1311,2428,2459,165
2026-01-07 12:33:02.058,1383,2510,2470,158
2026-01-07 12:33:02.474,1314,2374,2395,147
2026-01-07 12:33:02.888,1245,2235,2387,135
2026-01-07 12:33:03.301,1250,2239,2344,137
2026-01-07 12:33:03.716,1237,2189,2333,134
2026-01-07 12:33:04.129,1204,2223,2414,132
2026-01-07 12:33:04.542,1210,2186,2304,135
2026-01-07 12:33:04.955,1194,2221,2399,139
2026-01-07 12:33:05.370,1256,2376,2551,147
2026-01-07 12:33:05.784,1378,2593,2555,149
2026-01-07 12:33:06.201,1344,2513,2521,134
2026-01-07 12:33:06.616,1251,2310,2191,122
2026-01-07 12:33:07.029,1182,1899,1827,72
2026-01-07 12:33:07.437,1019,1496,1536,52
2026-01-07 12:33:07.875,769,1205,1347,37
2026-01-07 12:33:08.254,720,1385,1767,25
2026-01-07 12:33:08.663,892,1606,1812,33
2026-01-07 12:33:09.076,896,1603,1975,31
2026-01-07 12:33:09.485,883,1606,1882,23
2026-01-07 12:33:09.898,935,1596,1640,41
2026-01-07 12:33:10.314,1025,1928,2114,96
2026-01-07 12:33:10.732,1251,2322,2377,147
2026-01-07 12:33:11.146,1326,2493,2474,145
2026-01-07 12:33:11.564,1403,2556,2614,150
2026-01-07 12:33:11.978,1479,2678,2873,149
2026-01-07 12:33:12.395,1595,2878,3125,165
2026-01-07 12:33:12.815,1730,3352,3357,157
2026-01-07 12:33:13.233,1855,3366,3218,153
2026-01-07 12:33:13.655,1812,3121,2979,152
2026-01-07 12:33:14.073,1658,2844,3048,142
2026-01-07 12:33:14.494,1616,2788,3024,139
2026-01-07 12:33:14.911,1707,3187,3088,110
2026-01-07 12:33:15.321,1422,2539,2569,100
2026-01-07 12:33:15.735,1351,2480,2474,98
2026-01-07 12:33:16.149,1278,2429,2433,113
2026-01-07 12:33:16.562,1348,2502,2542,123
2026-01-07 12:33:16.979,1497,2693,2699,128
2026-01-07 12:33:17.394,1552,2583,2495,114
2026-01-07 12:33:17.808,1395,2346,2411,112
2026-01-07 12:33:18.219,1270,2175,2237,107
2026-01-07 12:33:18.629,1199,2061,2216,95
2026-01-07 12:33:19.040,1292,2158,2258,95
2026-01-07 12:33:19.453,1314,2171,2249,101
2026-01-07 12:33:19.867,1235,2170,2240,116
2026-01-07 12:33:20.276,1234,2189,2281,119
2026-01-07 12:33:20.687,1268,2303,2389,112
2026-01-07 12:33:21.101,1340,2319,2406,108
2026-01-07 12:33:21.514,1360,2310,2348,103
2026-01-07 12:33:21.927,1252,2100,2129,100
2026-01-07 12:33:22.341,1171,2006,2392,100
2026-01-07 12:33:22.755,1168,2044,2349,103
2026-01-07 12:33:23.168,1193,2102,2353,103
2026-01-07 12:33:23.583,1147,2018,2254,102
2026-01-07 12:33:23.996,1140,2225,2246,110
2026-01-07 12:33:24.410,1181,2342,2312,108
2026-01-07 12:33:24.824,1232,2356,2394,104
2026-01-07 12:33:25.240,1269,2358,2343,99
2026-01-07 12:33:25.650,1336,2332,2160,98
2026-01-07 12:33:26.061,1159,1974,1967,89
2026-01-07 12:33:26.474,1128,1931,1953,93
2026-01-07 12:33:26.885,1153,2117,2184,108
2026-01-07 12:33:27.300,1209,2195,2228,121
2026-01-07 12:33:27.717,1273,2365,2362,138
2026-01-07 12:33:28.130,1278,2266,2302,129
2026-01-07 12:33:28.543,1204,2061,2083,102
2026-01-07 12:33:28.955,1123,1820,1866,78
2026-01-07 12:33:29.367,993,1488,2011,57
2026-01-07 12:33:29.775,808,1183,1296,45
2026-01-07 12:33:30.182,707,1042,1234,38
2026-01-07 12:33:30.593,745,1259,1594,61
2026-01-07 12:33:31.008,1110,1980,2158,106
2026-01-07 12:33:31.420,1224,2188,2288,126
2026-01-07 12:33:31.832,1339,2451,2554,142
2026-01-07 12:33:32.247,1298,2145,2260,110
2026-01-07 12:33:32.657,1155,1767,1990,62
2026-01-07 12:33:33.067,767,1116,1648,35
2026-01-07 12:33:33.480,948,1633,1846,30
2026-01-07 12:33:33.889,686,1236,1753,58
2026-01-07 12:33:34.300,1021,1900,2338,94
2026-01-07 12:33:34.713,1175,2041,2210,96
2026-01-07 12:33:35.124,1071,1869,2148,89
2026-01-07 12:33:35.535,1005,1808,2062,81
2026-01-07 12:33:35.948,1059,1872,2200,86
2026-01-07 12:33:36.360,1151,1987,2255,90
2026-01-07 12:33:36.774,1092,1829,2080,80
2026-01-07 12:33:37.187,1010,1814,1949,78
2026-01-07 12:33:37.600,1001,1976,1891,71
2026-01-07 12:33:38.011,962,1782,1850,60
2026-01-07 12:33:38.420,929,1770,1944,72
2026-01-07 12:33:38.833,1054,1914,1990,72
2026-01-07 12:33:39.247,996,1770,1863,68
2026-01-07 12:33:39.659,991,1825,1836,69
2026-01-07 12:33:40.074,1132,1990,2039,73
2026-01-07 12:33:40.491,1241,2058,1977,72
2026-01-07 12:33:40.900,1111,1951,1900,73
2026-01-07 12:33:41.315,1090,1798,1928,78
2026-01-07 12:33:41.727,1043,1659,1750,69
2026-01-07 12:33:42.136,1021,1595,1719,61
2026-01-07 12:33:42.545,1003,1741,1926,77
2026-01-07 12:33:42.958,1080,1647,1737,64
2026-01-07 12:33:43.368,895,1417,1550,52
2026-01-07 12:33:43.776,894,1353,1522,50
2026-01-07 12:33:44.185,871,1308,1537,48
2026-01-07 12:33:44.596,841,1233,1440,42
2026-01-07 12:33:45.004,822,1242,1529,51
2026-01-07 12:33:45.416,942,1618,1717,62
2026-01-07 12:33:45.831,1061,1750,1901,73
2026-01-07 12:33:46.241,1000,1583,1832,63
2026-01-07 12:33:46.654,1116,1790,2006,76
2026-01-07 12:33:47.064,1168,1824,1957,73
2026-01-07 12:33:47.478,1132,1881,2150,78
2026-01-07 12:33:47.894,1275,2120,2498,85
2026-01-07 12:33:48.310,1264,2110,2455,78
2026-01-07 12:33:48.728,1324,2404,2550,77
2026-01-07 12:33:49.141,1301,2317,2285,73
2026-01-07 12:33:49.555,1284,2009,2081,64
2026-01-07 12:33:49.968,1202,1847,1947,74
2026-01-07 12:33:50.378,1102,1888,1873,78
2026-01-07 12:33:50.788,1039,1711,1663,72
2026-01-07 12:33:51.198,926,1585,1608,65
2026-01-07 12:33:51.607,993,1672,1719,76
2026-01-07 12:33:52.018,1051,1796,1852,82
2026-01-07 12:33:52.430,1156,1962,2037,87
2026-01-07 12:33:52.844,1227,2175,2206,91
2026-01-07 12:33:53.256,1316,2276,2258,109
2026-01-07 12:33:53.671,1185,2145,2134,115
2026-01-07 12:33:54.084,1191,2071,2087,105
2026-01-07 12:33:54.499,1159,2043,2134,105
2026-01-07 12:33:54.914,1204,2152,2378,124
2026-01-07 12:33:55.328,1160,2065,2235,107
2026-01-07 12:33:55.738,1163,2066,2350,91
2026-01-07 12:33:56.153,1187,2082,2397,88
2026-01-07 12:33:56.566,1208,2128,2296,84
2026-01-07 12:33:56.976,1120,2001,2489,89
2026-01-07 12:33:57.388,1198,2221,2212,79
2026-01-07 12:33:57.802,1044,2119,2109,77
2026-01-07 12:33:58.214,1088,1979,2100,74
2026-01-07 12:33:58.626,1071,2027,2073,83
2026-01-07 12:33:59.039,1008,1963,2163,73
2026-01-07 12:33:59.452,1087,1836,1769,71
2026-01-07 12:33:59.862,1145,1799,1776,68
2026-01-07 12:34:00.275,1160,1926,1988,67
2026-01-07 12:34:00.684,1002,1452,1498,50
2026-01-07 12:34:01.097,1056,1552,1695,61
2026-01-07 12:34:01.510,1111,1937,1996,80
2026-01-07 12:34:01.925,1231,2185,2323,126
2026-01-07 12:34:02.343,1290,2337,2390,152
2026-01-07 12:34:02.755,1274,2270,2311,135
2026-01-07 12:34:03.171,1245,2180,2379,113
2026-01-07 12:34:03.581,1149,1964,2206,91
2026-01-07 12:34:03.994,1095,1912,2198,85
2026-01-07 12:34:04.409,1110,1940,2174,90
2026-01-07 12:34:04.822,1115,2156,2233,85
2026-01-07 12:34:05.235,1113,2079,2193,85
2026-01-07 12:34:05.649,1134,2145,2285,85
2026-01-07 12:34:06.061,1087,2029,1987,74
2026-01-07 12:34:06.475,1238,1936,1982,76
2026-01-07 12:34:06.889,1185,1961,1992,79
2026-01-07 12:34:07.300,1133,1865,2031,68
2026-01-07 12:34:07.713,1351,2297,2327,96
2026-01-07 12:34:08.129,1341,2291,2412,104
2026-01-07 12:34:08.542,1355,2247,2245,112
2026-01-07 12:34:08.955,1188,2048,2194,103
2026-01-07 12:34:09.370,1272,2258,2680,108
2026-01-07 12:34:09.784,1321,2260,2580,99
2026-01-07 12:34:10.193,1237,2040,2308,92
2026-01-07 12:34:10.606,1124,1988,2273,96
2026-01-07 12:34:11.021,1168,2089,2363,102
2026-01-07 12:34:11.430,1188,2125,2419,94
2026-01-07 12:34:11.843,1280,2496,2446,97
2026-01-07 12:34:12.261,1282,2373,2501,99
2026-01-07 12:34:12.677,1279,2348,2422,101
2026-01-07 12:34:13.095,1358,2410,2480,106
2026-01-07 12:34:13.507,1381,2223,2390,89
2026-01-07 12:34:13.919,1421,2341,2483,95
2026-01-07 12:34:14.334,1407,2249,2372,84
2026-01-07 12:34:14.747,1313,2171,2481,95
2026-01-07 12:34:15.162,1306,2182,2423,105
2026-01-07 12:34:15.574,1203,2018,2264,101
2026-01-07 12:34:15.987,1117,2018,2278,113
2026-01-07 12:34:16.399,1173,2103,2284,111
2026-01-07 12:34:16.814,1149,2138,2284,113
2026-01-07 12:34:17.227,1191,2220,2350,98
2026-01-07 12:34:17.642,1270,2362,2528,90
2026-01-07 12:34:18.059,1373,2384,2400,88
2026-01-07 12:34:18.474,1399,2381,2412,83
2026-01-07 12:34:18.885,1462,2539,2537,93
2026-01-07 12:34:19.299,1446,2396,2478,90
2026-01-07 12:34:19.710,1293,2020,2140,81
2026-01-07 12:34:20.122,1234,2146,2233,97
2026-01-07 12:34:20.536,1248,2148,2218,107
2026-01-07 12:34:20.947,1181,2077,2170,114
2026-01-07 12:34:21.360,1220,2229,2351,125
2026-01-07 12:34:21.774,1369,2374,2525,134
2026-01-07 12:34:22.188,1237,2184,2341,134
2026-01-07 12:34:22.599,1204,2205,2457,131
2026-01-07 12:34:23.009,1299,2310,2420,135
2026-01-07 12:34:23.423,1311,2343,2626,120
2026-01-07 12:34:23.836,1206,2088,2268,120
2026-01-07 12:34:24.249,1167,2122,2285,122
2026-01-07 12:34:24.660,1200,2267,2522,129
2026-01-07 12:34:25.071,1322,2345,2342,130
2026-01-07 12:34:25.485,1201,2208,2326,133
2026-01-07 12:34:25.898,1237,2358,2531,128
2026-01-07 12:34:26.312,1328,2397,2546,132
2026-01-07 12:34:26.724,1283,2332,2533,128
2026-01-07 12:34:27.140,1293,2433,2339,115
2026-01-07 12:34:27.553,1162,2205,2267,85
2026-01-07 12:34:27.962,1030,1924,1957,64
2026-01-07 12:34:28.375,1024,1922,2092,60
2026-01-07 12:34:28.785,967,1829,2008,59
2026-01-07 12:34:29.200,1029,1801,1920,60
2026-01-07 12:34:29.609,1028,1695,1781,56
2026-01-07 12:34:30.020,1136,1755,2051,61
2026-01-07 12:34:30.433,1388,2209,2249,75
2026-01-07 12:34:30.843,1068,1662,1584,53
2026-01-07 12:34:31.252,973,1719,1798,67
2026-01-07 12:34:31.665,1082,1769,1836,77
2026-01-07 12:34:32.075,1064,1889,2014,78
2026-01-07 12:34:32.488,1295,2036,1997,75
2026-01-07 12:34:32.899,1071,1879,1917,83
2026-01-07 12:34:33.310,1056,1885,1896,80
2026-01-07 12:34:33.724,1158,1942,1933,89
2026-01-07 12:34:34.137,1105,1933,2047,95
2026-01-07 12:34:34.551,1124,1922,2021,99
2026-01-07 12:34:34.967,1234,2022,2424,88
2026-01-07 12:34:35.380,1061,1674,1981,74
2026-01-07 12:34:35.787,938,1523,2064,68
2026-01-07 12:34:36.196,995,1502,1899,53
2026-01-07 12:34:36.607,988,1403,1908,52
2026-01-07 12:34:37.017,733,1126,1531,49
2026-01-07 12:34:37.428,733,1186,1773,58
2026-01-07 12:34:37.839,887,1544,2225,75
2026-01-07 12:34:38.253,1045,1923,2258,101
2026-01-07 12:34:38.670,1148,2052,2286,110
2026-01-07 12:34:39.081,1154,2035,2204,106
2026-01-07 12:34:39.494,1063,1934,2171,105
2026-01-07 12:34:39.909,1176,2314,2371,116
2026-01-07 12:34:40.320,1127,2117,2174,86
2026-01-07 12:34:40.736,1242,2258,2172,85
2026-01-07 12:34:41.149,1355,2150,2259,82
2026-01-07 12:34:41.559,1260,1989,2027,76
2026-01-07 12:34:41.974,1218,2037,2195,88
2026-01-07 12:34:42.385,1381,2329,2103,91
2026-01-07 12:34:42.797,1235,2126,2397,93
2026-01-07 12:34:43.211,1261,1943,2094,79
2026-01-07 12:34:43.622,1241,2012,2146,80
2026-01-07 12:34:44.038,1264,1986,2229,76
2026-01-07 12:34:44.454,1272,2039,2392,89
2026-01-07 12:34:44.868,1178,2013,2298,92
2026-01-07 12:34:45.279,1183,2068,2318,91
2026-01-07 12:34:45.695,1248,2392,2446,100
2026-01-07 12:34:46.106,1275,2328,2318,99
2026-01-07 12:34:46.520,1164,2143,2227,94
2026-01-07 12:34:46.936,1111,2012,2017,86
2026-01-07 12:34:47.349,1118,1969,2046,88
2026-01-07 12:34:47.761,1183,2061,2071,84
2026-01-07 12:34:48.177,1238,2253,2448,84
2026-01-07 12:34:48.591,1473,2375,2430,85
2026-01-07 12:34:49.005,1196,1898,2381,78
2026-01-07 12:34:49.415,1033,1655,2043,76
2026-01-07 12:34:49.824,1066,1752,1878,79
2026-01-07 12:34:50.233,1047,1660,1852,73
2026-01-07 12:34:50.647,1102,1895,2361,82
2026-01-07 12:34:51.060,1259,1946,2366,75
2026-01-07 12:34:51.472,1167,2030,2511,77
2026-01-07 12:34:51.886,1267,2041,2306,76
2026-01-07 12:34:52.298,1076,1751,2040,68
2026-01-07 12:34:52.708,918,1622,1888,69
2026-01-07 12:34:53.121,941,1875,2053,84
2026-01-07 12:34:53.536,1089,2206,2161,88
2026-01-07 12:34:53.954,1180,2255,2248,104
2026-01-07 12:34:54.367,1330,2254,2262,89
2026-01-07 12:34:54.782,1368,2331,2303,93
2026-01-07 12:34:55.192,1266,2039,2120,78
2026-01-07 12:34:55.603,1132,1924,1880,75
2026-01-07 12:34:56.015,1051,1782,1850,72
2026-01-07 12:34:56.424,1031,1745,1866,74
2026-01-07 12:34:56.835,1054,1773,1740,76
2026-01-07 12:34:57.250,1115,1978,2143,93
2026-01-07 12:34:57.665,1229,2074,2312,86
2026-01-07 12:34:58.082,1459,2673,3160,130
2026-01-07 12:34:58.502,1730,3090,3063,120
2026-01-07 12:34:58.916,1390,2357,2360,90
2026-01-07 12:34:59.327,1128,1998,2000,83
2026-01-07 12:34:59.737,1008,1829,2000,73
2026-01-07 12:35:00.146,1063,2095,2151,94
2026-01-07 12:35:00.560,1139,2159,2254,97
2026-01-07 12:35:00.976,1223,2282,2414,106
2026-01-07 12:35:01.390,1572,2730,2703,117
2026-01-07 12:35:01.805,1494,2586,2508,115
2026-01-07 12:35:02.224,1358,2316,2680,112
2026-01-07 12:35:02.638,1324,2192,2407,93
2026-01-07 12:35:03.051,1235,2218,2560,88
2026-01-07 12:35:03.464,1376,2291,2549,93
2026-01-07 12:35:03.879,1260,2334,2326,88
2026-01-07 12:35:04.296,1278,2382,2290,95
2026-01-07 12:35:04.707,1300,2237,2155,95
2026-01-07 12:35:05.125,1252,2319,2333,104
2026-01-07 12:35:05.543,1341,2394,2590,107
2026-01-07 12:35:05.956,1457,2685,3317,106
2026-01-07 12:35:06.374,2020,3147,3045,103
2026-01-07 12:35:06.789,1281,2347,2254,83
2026-01-07 12:35:07.202,1171,2354,2295,98
2026-01-07 12:35:07.614,1180,2194,2348,97
2026-01-07 12:35:08.026,1350,2572,2600,110
2026-01-07 12:35:08.440,1341,2432,2472,106
2026-01-07 12:35:08.853,1206,2177,2173,95
2026-01-07 12:35:09.267,1176,1968,1940,71
2026-01-07 12:35:09.678,1225,2013,2025,81
2026-01-07 12:35:10.089,1273,2147,2128,85
2026-01-07 12:35:10.505,1343,2411,2415,96
2026-01-07 12:35:10.919,1328,2096,2194,78
2026-01-07 12:35:11.331,1253,2041,2183,83
2026-01-07 12:35:11.744,1213,1932,2205,73
2026-01-07 12:35:12.156,1322,2218,2688,78
2026-01-07 12:35:12.571,1336,2418,3012,84
2026-01-07 12:35:12.988,1401,2318,2791,79
2026-01-07 12:35:13.400,1162,2177,2077,62
2026-01-07 12:35:13.810,1038,1753,1895,57
2026-01-07 12:35:14.222,931,1588,1871,54
2026-01-07 12:35:14.633,914,1584,1624,54
2026-01-07 12:35:15.041,858,1675,1795,59
2026-01-07 12:35:15.451,848,1533,1523,50
2026-01-07 12:35:15.859,672,1188,1403,42
2026-01-07 12:35:16.269,741,1252,1558,54
2026-01-07 12:35:16.676,817,1392,1742,62
2026-01-07 12:35:17.090,946,1660,2025,79
2026-01-07 12:35:17.509,1134,2129,2183,101
2026-01-07 12:35:17.924,1097,2077,2055,101
2026-01-07 12:35:18.339,1178,2213,2266,100
2026-01-07 12:35:18.747,1259,2129,2122,82
2026-01-07 12:35:19.157,1183,1999,2083,80
2026-01-07 12:35:19.571,1350,2189,2206,85
2026-01-07 12:35:19.985,1357,1929,1808,64
2026-01-07 12:35:20.392,871,1339,1453,32
2026-01-07 12:35:20.801,760,1279,1742,37
2026-01-07 12:35:21.212,778,1300,1749,34
2026-01-07 12:35:21.619,723,1221,1431,34
2026-01-07 12:35:22.031,736,1184,1714,34
2026-01-07 12:35:22.441,795,1297,1610,33
2026-01-07 12:35:22.854,735,1386,2045,33
2026-01-07 12:35:23.263,961,1471,1721,30
2026-01-07 12:35:23.674,713,1290,1839,34
2026-01-07 12:35:24.084,857,1324,1720,33
2026-01-07 12:35:24.493,712,1185,1510,34
2026-01-07 12:35:24.903,817,1315,1684,34
2026-01-07 12:35:25.317,1103,2189,2365,37
2026-01-07 12:35:25.727,902,1450,1714,36
2026-01-07 12:35:26.136,724,1163,1294,38
2026-01-07 12:35:26.542,677,1260,1428,40
2026-01-07 12:35:26.952,687,1283,1752,35
2026-01-07 12:35:27.362,772,1332,1748,32
2026-01-07 12:35:27.773,787,1418,1810,30
2026-01-07 12:35:28.183,765,1513,1761,33
2026-01-07 12:35:28.593,732,1385,1646,47
2026-01-07 12:35:29.002,850,1464,1676,54
2026-01-07 12:35:29.413,828,1532,1629,54
2026-01-07 12:35:29.825,766,1471,1552,43
2026-01-07 12:35:30.236,807,1393,1738,49
2026-01-07 12:35:30.645,806,1501,1716,47
2026-01-07 12:35:31.056,784,1466,1614,42
2026-01-07 12:35:31.467,762,1431,1406,43
2026-01-07 12:35:31.878,790,1387,1541,46
2026-01-07 12:35:32.286,751,1437,1581,45
2026-01-07 12:35:32.693,779,1388,1582,46
